Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,3SsnPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1,12.247694320220994,0.2352941176470588,0.75,0.4182081213682387,0.36634390392935035,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.6363636363636364,0.4,1.0,0.75,1.0,0.6666666666666665,0.5,0.03676470588235294,0.09836065573770493,0.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.8333333333333333,0.0,0.06421232876712328,0.14009819967266776,1.0,1.0,1.0,1.0,0.11977971546581001,0.0,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.5,1.0,0.0,0.2,0.8,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,0.5,0.6666666666666666,0.75
2,12.109010932687042,0.0,0.75,0.49506374709743084,0.39131676594912324,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.5,0.2,1.0,0.75,0.6000000000000001,0.5555555555555556,0.875,0.22794117647058823,0.5245901639344263,0.0,0.0,0.4,0.30000000000000004,0.25,0.3333333333333333,1.0,0.5,0.75,0.75,1.0,0.6666666666666666,0.8333333333333333,0.0,0.12157534246575341,0.2065466448445172,1.0,1.0,1.0,1.0,0.21294171638366224,0.0,0.0,0.5,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.3333333333333333,0.6000000000000001,0.8,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.25,0.6666666666666666,0.75
3,12.31716669303576,0.2352941176470588,0.75,0.4349089973815976,0.4223585003026551,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.6363636363636364,0.4,1.0,0.75,1.0,0.6666666666666665,0.5,0.051470588235294115,0.11475409836065574,0.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.75,0.75,0.5,1.0,0.8333333333333333,0.0,0.1857876712328767,0.15057283142389527,1.0,1.0,1.0,1.0,0.13446535107847638,0.0,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.3333333333333333,0.6000000000000001,0.8,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727273,0.5,0.6666666666666666,0.75
4,11.84939770159144,0.2941176470588235,0.75,0.38858111692291897,0.3902947416306548,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.7272727272727273,0.4,1.0,0.75,1.0,0.6666666666666665,0.5,0.6691176470588235,0.6065573770491803,0.0,0.0,0.2,0.4,0.25,0.3333333333333333,1.0,0.25,0.5,1.0,0.25,0.6666666666666666,0.8333333333333333,0.0,0.23116438356164382,0.12373158756137481,1.0,0.75,1.0,1.0,0.14387333639284075,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.8,0.4,0.3333333333333333,0.75,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,0.0,0.6666666666666666,0.0
5,12.429216196844383,0.2352941176470588,0.75,0.5131229364071093,0.46876115019364417,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,1.0,0.4,1.0,0.75,1.0,0.7777777777777777,0.5,0.058823529411764705,0.14754098360655737,0.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.75,0.75,0.75,1.0,0.8333333333333333,0.0,0.20976027397260272,0.18739770867430444,1.0,1.0,1.0,1.0,0.18609453877925655,0.0,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.6000000000000001,0.8,0.6666666666666666,0.75,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9999999999999999,0.5,0.6666666666666666,0.75
6,11.870599909242044,0.17647058823529413,0.75,0.5175033420618727,0.4667608511414305,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.4090909090909091,0.4,1.0,0.75,0.2,0.4444444444444445,0.5,0.11764705882352941,0.2459016393442623,0.0,0.0,1.0,1.0,0.25,0.3333333333333333,1.0,0.75,0.75,0.75,0.25,1.0,0.8333333333333333,0.0,0.0273972602739726,0.13027823240589198,1.0,1.0,1.0,1.0,0.10601193207893528,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5,0.125,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.0,0.2,0.8,0.3333333333333333,0.5,0.6666666666666666,1.0,1.0,0.6299212598425197,0.0,0.0,0.5,0.5,0.04516129032258065,0.8181818181818182,0.75,0.6666666666666666,0.75
7,12.634603026569334,0.0,0.75,0.4711754616031938,0.4009434910197882,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.8181818181818182,0.4,1.0,0.75,0.6000000000000001,0.7777777777777777,0.5,0.022058823529411763,0.04918032786885246,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.75,0.75,1.0,0.8333333333333333,0.0,0.13570205479452055,0.27594108019639935,1.0,1.0,1.0,1.0,0.31206975676916016,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.8,0.8,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364,0.25,0.6666666666666666,0.75
8,12.206072645530174,0.2352941176470588,0.75,0.4403125963841563,0.4066434667460965,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.5454545454545454,1.0,1.0,0.75,1.0,0.6666666666666665,0.625,0.2647058823529412,0.6065573770491803,0.0,0.0,0.6000000000000001,0.5,1.0,0.3333333333333333,1.0,0.5,0.75,0.75,0.5,0.6666666666666666,0.16666666666666666,0.021709633649932156,0.09246575342465753,0.1811783960720131,1.0,1.0,1.0,1.0,0.1773749426342359,0.0,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.6666666666666666,0.6000000000000001,0.8,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.022580645161290325,0.9090909090909091,0.75,0.6666666666666666,0.75
9,11.77452020265869,0.17647058823529413,0.25,0.3284263672070855,0.30320468089956254,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.18181818181818182,0.0,1.0,0.75,0.2,0.6666666666666665,0.5,0.5661764705882353,0.9672131147540984,0.0,0.0,0.8,0.4,0.25,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,0.8333333333333333,0.8333333333333333,0.0,0.40753424657534243,0.155810147299509,1.0,0.75,1.0,0.3333333333333333,0.15787058283616337,0.0,0.0,0.0,0.6666666666666666,0.0,0.25,0.6666666666666666,0.3333333333333333,0.5,0.75,0.6666666666666666,0.6000000000000001,0.4,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,0.5,0.6666666666666666,0.0
10,11.678439903447801,1.0,0.75,0.32109662357415125,0.34090313546925666,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.13636363636363635,0.0,0.0,0.0,0.4,0.4444444444444445,0.625,0.5073529411764706,0.9672131147540984,0.0,0.0,0.4,0.30000000000000004,0.25,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,1.0,0.8333333333333333,0.0,0.059931506849315065,0.16219312602291328,1.0,1.0,1.0,1.0,0.17049105094079853,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.6666666666666666,0.3333333333333333,0.24999999999999997,1.0,0.6666666666666666,0.6000000000000001,0.8,0.6666666666666666,0.25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.6666666666666666,0.75
